id,name,description,created_at,updated_at,url
202,Bromelain Special,¼ pineapple,w ith skin\n\nPush pineapple through hopper.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
203,Gingerberry Fizz,1 quart blueberries\n1 medium bunch grapes\n¼-inch slice ginger root\nSparkling water\n\nPush blueberries through hopper, followed by grapes and ginger.  Pour juice into ice filled glass.  Fill glass to top with sparkling water.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
204,Potassium Broth,Handful parsley\nHandful spinach\n4-5 carrots, greens removed\n2 stalks celery\n\nBunch up parsley and spinach leaves, and push through hopper with carrots and celery.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
205,Maureen's Spicy Tonic,¼ pineapple, with skin\n½ apple; seeded\n¼-inch slice ginger root\n\nPush pineapple through hopper with apple and ginger.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
206,Magnesium Drink,1 garlic clove\nSmall handful parsley\n4-5 carrots; greens removed\n2 stalks celery\nParsley sprig for garnish\n\nWrap garlic in parsley and push through hopper with carrots and celery.  Pour juice into glass and garnish with sprig of parsley.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
207,Vegetable Cocktail,1 garlic clove or small piece of onion\n3 broccoli florets\n2 kale leaves\n5 carrots, greens removed\nDash cayenne pepper\nSeasonings of choice\n\nRoll garlic (or onion) and broccoli in kale leaves, and push through hopper with carrots.  Add pepper.  Season to taste.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
208,High-Calcium Drink,3 kale leaves\nSmall handful parsley\n4-5 carrots, greens removed\n\nBunch up kale and parsley, and push through hopper with carrots.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
209,Vegetable Express,2 lettuce leaves\n1 small wedge cabbage\n4-5 carrots; greens removed\n3 broccoli flowerets\n½ apple; seeded\n\nBunch up lettuce leaves and push through hopper with cabbage; carrots; broccoli; and apple.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
210,Ginger Fizz,¼-inch slice ginger root\n1 apple; seeded\nSparkling water\n\nPush ginger through hopper with apple.  Pour juice into ice-filled glass.  Fill glass to top with sparkling water.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
211,Cranberry Cocktail,½ cup cranberries\n3-4 apples; seeded, add more apples if too sour)\n\nPush fresh or frozen cranberries through hopper with apples.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
212,Ginger Tea,2-inch slice ginger root\n¼ lemon\n1 pint water\n1 stick cinnamon; broken\n4-5 cloves\nDash nutmeg or cardamom\n\nJuice ginger and lemon.  Place juice in saucepan and add water; cinnamon; and cloves.  Gently simmer.  Add nutmeg or cardamom.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
213,Fruit Cocktail,1 large bunch grapes\n2 apples; seeded\n1 lemon wedge\n\nPush grapes through hopper with apples and lemon.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
214,Watercress Express,Handful watercress\n4-5 carrots\n3 radishes\n\nBunch up watercress and push through hopper with carrots and radishes.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
215,Orange Delight,2-3 oranges; peeled (leave white pithy part)\n½ apple; seeded\n\nPush oranges and apples through hopper.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
216,Garlic Express,Handful parsley\n1 garlic clove\n4-5 carrots, greens removed\n2 stalks celery\n\nBunch up parsley and push through hopper with garlic, carrots and celery.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
217,Alkaline Special,¼ head cabbage (red or green)\n3 stalks celery\n\nPush cabbage and celery through hopper.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
218,Chlorophyll Cocktail,3 beet tops\nHandful parsley\nHandful spinach\n4 carrots, greens removed\n½ apple; seeded\n\nBunch up beet tops, parsley and spinach and push through hopper with carrots and apple.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
219,Immune Builder,Handful parsley\n1 garlic clove\n5 carrots, greens removed\n3 stalks celery\n\nBunch up parsley and push through hopper with garlic, carrots and celery.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
220,Eye Therapy Express,2 endive leaves\nHandful parsley\n4-5 carrots, greens removed\n2 stalks celery\n\nBunch up endive and parsley, and push through hopper with carrots and celery.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
221,Mineral Tonic,Handful parsley\n2 turnip leaves\n1 kale leaf\n4-5 carrots, greens removed\n\nRoll up parsley in turnip and kale leaves, and push through hopper with carrots.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
222,Harvest Soup,2-3 garlic cloves\n1 kale leaf\n1 large tomato\n2 stalks celery\n1 collard leaf; chopped\n1 tbsp. croutons\n\nRoll garlic in kale leaf and push through hopper with tomato and celery.  Place juice in saucepan; add chopped collards and gently heat.  Garnish with croutons.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
223,Evening Regulator,2 apples; seeded\n1 pear\n\nAlternate pushing apple and pear slices through hopper.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
224,Body Cleanser,½ cucumber\n1 beet\n½ apple; seeded\n4 carrots; greens removed\n\nPush cucumber; beet; and apple through hopper with carrots.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
225,Bioflavenoid Special,3 oranges; peeled (leave white pithy part)\n\nPush orange segments through hopper.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
226,Berry Cantaloupe Shake,½ cantaloupe, with skin\n5-6 strawberries\n\nPush cantaloupe and strawberries through hopper.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
227,Liver Mover,1 small beet\n2-3 apples; seeded\n\nPush beet and apples through hopper.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
228,Anti-Cholesterol Cocktail,Handful parsley\nHandful spinach\n1 garlic clove\n4 carrots, greens removed\nDash Tabasco sauce\n\nBunch up parsley and spinach, and push through hopper with garlic and carrots.  Add Tabasco.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
229,Sprout Salad Express,Handful spinach\nHandful alfalfa sprouts\n4-5 carrots, greens removed\n1 apple; seeded\n\nBunch up spinach and sprouts, and push through hopper with carrots and apple.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
230,Monkey Shake,½ orange; peeled (leave white pithy part)\n½ papaya; peeled\n1 banana\nOrange twist for garnish\n\nPush orange through hopper with papaya.  Place juice and banana in blender or food processor, and blend until smooth.  Garnish with orange twist.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
231,Hawaiian Fizz,3 pineapple rings, with skin\n¼-inch slice ginger root\n½ pear\nSparkling water\nPineapple spear for garnish\n\nJuice pineapple.  Push ginger through hopper with pear.  Pour juice into a tall glass and fill with sparkling water.  Garnish with pineapple spear.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
232,Very Veggie Cocktail,Handful wheatgrass\n½ handful parsley\nHandful watercress\n4 carrots; greens removed\n3 stalks celery\n½ cup chopped fennel\n½ apple; seeded\n\nBunch up wheatgrass; parsley and watercress and push through hopper with carrots; celery; fennel; and apple.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
233,Wheatgrass Express,Handful wheatgrass\n2 mint sprigs\n3-inch slice pineapple, with skin\n\nBunch up wheatgrass and mint, and push through hopper with pineapple.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
234,Green Goddess,Handful spinach\n3 collard leaves\n4 carrots, greens removed\n2 stalks celery\n½ cucumber\n1 apple; seeded\n\nBunch up spinach and collard leaves, and push through hopper with carrots, celery, cucumber and apple.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
235,Spring Tonic,Handful parsley\n4 carrots, greens removed\n1 garlic clove\n2 stalks celery\n\nBunch up parsley and push through hopper with carrots, garlic and celery.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
236,Carotene Cocktail,Handful parsley\nHandful spinach\n4-5 carrots, greens removed\n½ apple; seeded\n\nBunch up parsley and spinach, and push through hopper with carrots and apple.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
237,Gazpacho Express,4 tomatoes\n½ cucumber\n¼ green pepper\n1 garlic clove\n2 stalks celery\nDash Tabasco sauce\n\nPush tomatoes, cucumber, green pepper and garlic through hopper with celery.  Add Tabasco sauce.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
238,Low-Sugar Pop,1 apple; seeded\n¼ lime\nSparkling Water\n\nJuice apple and lime.  Pour juice into tall, ice-filled glass.  Fill glass to top with sparkling water.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
239,Tropical Squeeze,1 firm papaya; peeled\n1/4-inch slice ginger root\n1 pear\n\nJuice papaya.  Push ginger through hopper with pear.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
240,Tomato Salad Express,Handful spinach\nHandful parsley\n2 tomatoes\n½ green pepper\nDash Tabasco sauce\n\nBunch up spinach and parsley, and push through hopper with tomatoes and green pepper.  Add Tabasco sauce.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
241,Cabbage Cocktail,¼ head cabbage\n2 tomatoes\n\nPush cabbage and tomatoes through hopper.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
242,Lettuce Salad,3 lettuce leaves\n3 carrots, greens removed\n2 stalks celery\n½ apple; seeded\n\nBunch up lettuce and push through hopper with carrots, celery and apple.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
243,Alkaline Cocktail,¼ head cabbage\n3 ribs celery\n3 carrots, greens removed\n\nPush cabbage, celery and carrots through hopper.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
244,Cucumber Cooler,1 tomato\n1 cucumber\n2 stalks celery\nParsley sprig for garnish\n\nJuice tomato; pour juice into ice cube tray and freeze.  Juice cucumber and celery.  Pour juice into tall glass; add tomato cubes; and garnish with sprig of parsley.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
245,Cherry Cocktail,4 handfuls cherries, pitted\n½ cup strawberries\n\nPush cherries and strawberries through hopper.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
246,Waldorf Salad,1 green apple; seeded\n1 stalk celery\n\nPush apple and celery through hopper.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
247,Strawberry Apple Delight,1-2 apples; seeded\n6 strawberries\n\nPush apple and strawberries through hopper.  Garnish with strawberry.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
248,Very Berry Virus Chaser,1 large bunch green grapes\n1 large bunch red grapes\n1 quart blueberries or blackberries\n\nJuice green grapes.  Pour juice into ice cube tray and freeze.  Push red grapes and berries through hopper, and pour juice into tall glass.  Add froze grape cubes.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
249,Applemint Fizz,4-6 sprigs fresh mint\n2 green apples; seeded\n1 small lemon wedge\nSparling water\nMint sprig for garnish\n\nBunch up mint and push through hopper with apples and lemon.  Juice directly into a small pitcher filled with ice.  Pour juice into tall glass and fill with sparkling water.  Garnish with a sprig of mint.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
250,Fruit Tea,1 orange; peeled (leave white pithy part)\n1 red apple; seeded\n1 lime wedge\n1 quart water\n\nJuice fruit.  Place juice in saucepan, add water and gently heat.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
251,Veggie Cocktail,Handful parsley\n3 beet tops\n2 stalks celery\n4 carrots, greens removed\n\nBunch up parsley and beet tops, and push through hopper with celery and carrots.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
252,Sweet Potassium Shake,¼ cantaloupe\n1 banana\n\nJuice cantaloupe.  Place juice and banana in blender or food processor and blend until smooth.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
253,Magnesium Drink,1 garlic clove\nSmall handful parsley\n4-5 carrots, greens removed\n2 stalks celery\nParsley sprig for garnish\n\nWrap garlic in parsley and push through hopper with carrots and celery.  Pour jucie into glass, and garnish with sprig of parsley.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
254,Warm Apple Pie,1 tart apple; seeded\nWater\nApple pie spice\nCinnamon stick for garnish\n\nJuice apple.  In small pan, bring 2 oz. juice and 4 oz. water to boil.  Season with liberal amount of spice.  Serve in teacup.  Garnish with cinnamon stick.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
255,Lemon Spritzer,1 small lemon\nSparkling water\n\nPush lemon through hopper.  Pour juice into ice filled glass.  Fill glass to top with sparkling water.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
256,Heartburn Quencher,¼ head cabbage\n1 stalk celery\n2 carrots, greens removed\n\nJuice vegetables.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
257,Kiwi Crush,1 firm kiwi; peeled\n1 green apple; seeded\n1 small bunch grapes\nKiwi slice for garnish\n\nPush kiwi through hopper with apple and grapes.  Pour juice into tall, ice-filled glass.  Garnish with kiwi slice.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
258,Christmas Cocktail,2 apples; seeded\n1 large bunch grapes\n1 lemon wedge\n\nPush apples, grapes and lemon through hopper.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
259,Bluemint Fizz,Handful mint\n1 pint blueberries\nSparkling water\nMint sprig for garnish\n\nBunch up mint and push through hopper with berries.  Pour juice into tall, ice-filled glass.  Fill glass to top with sparkling water.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
260,Sweet and Sour Cherry Cream,1 cup cherries, pitted\n4 oz. nonfat yogurt\n\nJuice cherries.  Place juice and yogurt in blender or food processor and blend until smooth.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
261,Pineapple Protein Shake,3 pineapple rings with skin\n4 oz. soymilk\n1 ripe banana\n2-3 tbsp. protein powder\nPineapple spear for garnish\n\nJuice pineapple.  Place juice; soymilk; banana and protein powder into blender or food processor and blend until smooth.  Pour juice into tall glass and garnish with pineapple spear.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
262,Tossed Salad,1 kale leaf\n1 turnip leaf\nHandful spinach\n2 tomatoes\n1 cherry tomato for garnish\n\nBunch up the leaves and spinach, and push through hopper with tomatoes.  Garnish with cherry tomato.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
263,Orange Spice Tea,1/2–inch ginger root\n1 orange; peeled (leave white pithy part)\nWater\nCinnamon stick for garnish\n\nPush ginger and orange through hopper.  Pour 2 oz. of juice into teachup and fill with boiling water.  Garnish with cinnamon stick.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
264,Traditional Sleep Potion,3-4 lettuce leaves\n1 stalk celery\n\nBunch up lettuce and push through hopper with celery.  Drink 30 min. before bedtime.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
265,Traditional Nerve Soother,1 stalk celery\n3-4 carrots, greens removed\n\nJuice celery and carrots.  Drink 1 hour before bedtime.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
266,Peach Nectar,2 firm peaches,; pitted\n½ lime\n1 ripe banana\n1 Tbsp. brewer’s yeast\n\nJuice peaches and lime.  Place juice; banana and yeast in blender or food processor and blend until smooth.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
267,Brain Booster,1 large tart apple; seeded\n1 cup cashew nuts\n\nJuice apple.  Place juice and nuts in blender or food processor, and blend until smooth.  Chill until mixture thickens.  Serve on whole wheat crackers.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
268,Super-Eight Stress Reliever,1 kale leaf\n1 collard leaf\nSmall handful parsley\n1 stalk celery\n1 carrot, greens removed\n½ red pepper\n1 tomato\n1 broccoli floweret\nCelery stalk for garnish\n\nBunch up leaves and parsley and push through hopper with celery and carrot.  Follow with red pepper; tomato and broccoli.  Garnish with celery stalk.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
269,Spiced Orange Foam,¼-inch slice ginger root\n2 large oranges; peeled (leave white pithy part)\n½ apple; seeded\nOrange twist for garnish\n\nPush ginger through hopper with orange and apple.  Serve with twist of orange.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
270,Spicy Cantaloupe Shake,¼-inch slice ginger root\n½ cantaloupe, with skin\n\nPush ginger through hopper with cantaloupe.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
271,Sweet Magnesium Smoothie,1 pint blackberries\n1 ripe banana\n2 oz. silken tofu\n1 Tbsp. brewer’s yeast\n\nJuice berries.  Place juice; banana; tofu and yeast in blender or food processor and blend until smooth.  Garnish with blackberries.  Drink 1 hour before bedtime.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
272,Ginger Ale,1 lemon wedge\n¼-inch slice ginger root\n1 medium bunch green grapes\nSparkling water\n\nJuice lemon.  Push ginger through hopper with grapes.  Pour juice into tall, ice-filled glass.  Fill glass to top with sparkling water.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
273,K-Cooler,1 turnip green\n1 stalk broccoli\n 1 red apple; seeded\nParsley sprig for garnish\n\nJuice vegetables and apple.  Pour juice into ice-filled glass, and garnish with parsley.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
274,Strawberry Shake,1 pint strawberries\n½ firm pear\n1 ripe banana\n1 Tbsp. brewer’s yeast\n\nPush strawberries and pear through hopper.  Place juice, banana and yeast in blender or food processor and blend until smooth.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
275,Summertime Punch,1 large bunch green grapes\n½ lime\n2 stalks celery\nWater\n\nJuice grapes, lime and celery.  Mix juice with equal amount of water.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
276,Summer Breeze,1 orange; peeled (leave white pithy part)\n1 medium bunch green grapes\n2 cups watermelon pieces with rind\nMint sprig for garnish\n\nPush orange; grapes and watermelon through hopper.  Pour juice into tall glass over crushed ice and garnish with sprig of mint.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
277,Mint Foam,1 handful mint\n1 green apple; seeded\n1 firm kiwi; peeled\nMint sprig for garnish\n\nBunch up mint and push through hopper with apple and kiwi.  Pour juice into wine glass and garnish with sprig of mint.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
278,Red Crush,1 medium bunch red grapes\n½ cup cherries, pitted\n½ cup blueberries\nHandful whole berries (any kind)\n\nJuice grapes, cherries and berries.  Pour juice into a glass or bowl over finely crushed ice.  Sprinkle whole berries on top and eat with a spoon.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
279,Hot Tomato on Ice,1 tomato\n1 red pepper\nDash hot pepper sauce\n4 lettuce leaves\n1 stalk broccoli\nParsley sprig for garnish\n\nJuice tomato and red pepper; add dash of pepper sauce; pour into ice cube tray and freeze.  Juice lettuce and broccoli.  Pour juice into tall glass; add tomato cubes and garnish with sprig of parsley.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
280,Watermelon Juice,2-inch slice watermelon, with rind\nOrange slice for garnish\n\nJuice watermelon.  Pour juice into glass and garnish with orange slice.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
281,Tahitian Gargle,1 whole lemon\n\nJuice lemon.  Gargle with juice full-strength\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
282,Hot Soother,½ lemon\n1 tsp. honey (do not use for children under 1 year old)\nHot water\n\nJuice lemon, add honey and mix with hot water in a mug.  Sip slowly.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
283,Spiced Mint Tea,1 bunch mint\n½-inch slice ginger root\n1 orange; peeled (leave white pithy part)\nWater\n\nBunch up mint and push through hopper with ginger and orange.  Put 2 oz. juice into teacup and add 4oz. boiling water.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
284,Ginger Roger,3 pineapple rings, with skin\n¼-inch slice ginger root\n\nPush pineapple slices and ginger through hopper.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
285,Apple Shake,½ orange; peeled (leave white pithy part)\n2 green apples; seeded\n1 ripe banana\n1 Tbsp. brewer’s yeast\nOrange slice for garnish\n\nJuice orange and apple.  Place juice, banana and yeast in blender or food processor, and blend until smooth.  Garnish with orange slice.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
286,Three-Bean Juice,Small handful mung and lentil sprouts\n2 carrots, greens removed\n½ cup green beans\n1 tomato\nCarrot curls for garnish\n\nBunch up sprouts and push through hopper with carrots, beans and tomatoes.  Garnish with carrot curls.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
287,Dr. Cheney's Ulcer Drink,½ head green cabbage\n1 stalk celery\n½ apple; seeded\n\nJuice vegetables and apple. \n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
288,Healing Smoothie,1 firm kiwi; peeled\n¼ cantaloupe, with skin\n1 ripe banana\n\nPush kiwi and cantaloupe through hopper.  Place juice and banana in blender or food processor, and blend until smooth.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
289,Tropical Nectar,1 passion fruit; peeled\n½ papaya; peeled\n1 nectarine\n1 banana\nOrange slice for garnish\n\nPush passion fruit; papaya and nectarine through hopper.  Place juice; banana and ice in blender or food processor and blend into frosty drink.  Garnish with orange slice.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
290,Blueberry Shake,1 pint blueberries\n1 ripe banana\n2 Tbsp. protein powder\n\nJuice blueberries.  Place juice, banana and protein powder in blender or food processor and blend until smooth.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
291,Cherry Smile,1 cup cherries; pitted\n¼ lime\n1 medium bunch green grapes\nLime twist for garnish\n\nJuice cherries; lime and grapes.  Pour juice into tall glass over crushed ice and garnish with lime twist.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
292,Folk Remedy Diuretic,2 large apples; seeded\n½ tsp. horseradish\n\nJuice apples and mix with horseradish.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
305,Super Enzyme Banana Pineapple Smoothie,(2 servings)  1 cup fresh squeezed orange juice\n1 cup fresh chopped pineapple\n1 frozen banana (if raw use more ice)\n½ cup fresh papaya or kiwi\n1.5 cups coconut water ice\n2 Tbsp. lemon juice\n1 tsp. agave syrup\n1 tsp. cayenne\noptional: fresh grated ginger\n\nPour OJ and lemon juice into blender.  Add in frozen banana chunks.  Add in ¾ of total ice.  Add in half the total amount of fresh fruit you will be adding.  Blend on high until blender begins to run smoothly.  Add in the agave; remaining fruit; remaining ice and cayenne (and ginger if using it).  Blend on low until smooth.  Garnish with fresh fruit and a sprinkle of cayenne.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
306,Vegetable Smoothie,1 cup broccoli\n1 leaf cabbage\n1 bunch spinach\n¼ onion\n1 cup water\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
307,Green Smoothie,1 stalk celery\n1 apple\n1 banana\n1 tsp. spirulina algae powder\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
308,Green Smoothie2,1 bunch dandelion (1 cup)\n1 bunch nettle (1 cup)\n3-5 asparagus\n2 bananas\n1 cup coconut water\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
309,Lettuce Smoothie,1 bunch lettuce\n1 zucchini\n1 stalk celery\n2 apples\n1 tbsp. olive oil\n1 cup coconut water\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
310,Watercress Smoothie,1 cup watercress\n1 cabbage leaf\n1 grapefruit\n1 cup coconut water\n1 tsp. algae powder (spirulina or kelp)\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
311,Fruit Salad Cocktail,1 medium bunch grapes\n½ apple; seeded\n¼ lemon\n\nPush grapes through hopper, followed by apples and lemon.\n,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
